iter	RMSE
238	1.080289052
239	1.074040034
240	1.073191976
241	1.06964142
242	1.068823724
243	1.063137133
244	1.056837068
245	1.05202093
246	1.046034423
247	1.038616831
248	1.037739365
249	1.032355584
250	1.028418907
251	1.023245004
252	1.019107707
253	1.018290565
254	1.017613447
255	1.016950623
256	1.016301785
257	1.013464729
258	1.01283887
259	1.008966428
260	1.004374761
261	1.000249647
262	0.9957736887
263	0.9950630764
264	0.9944982818
265	0.9925875263
266	0.9920422165
267	0.9913754431
268	0.9908518734
269	0.9887774812
270	0.9870944515
271	0.9854927257
272	0.9850065319
273	0.9844045305
274	0.9839377689
275	0.9834809189
276	0.982808506
277	0.981881138
278	0.9788180414
279	0.9780197398
280	0.9776024091
281	0.9737488253
282	0.9733455477
283	0.9710012977
284	0.9689170255
285	0.9642562049
286	0.9614024926
287	0.9563641623
288	0.9522412561
289	0.9518757145
290	0.9510708867
291	0.9507192876
292	0.9480301253
293	0.9476905228
294	0.9473582032
295	0.944583782
296	0.9442613943
297	0.9413426029
298	0.9377532812
299	0.9358482584
300	0.9352262727
301	0.9317206443
302	0.9314285826
303	0.9311428035
304	0.9274698249
305	0.9270583679
306	0.9263091788
307	0.9229179977
308	0.9188359987
309	0.9164529733
310	0.9161948984
311	0.9159424121
312	0.9147637566
313	0.9142666946
314	0.9138960707
315	0.9123508563
316	0.9075531837
317	0.9024450685
318	0.9019784351
319	0.9017541218
320	0.8977207329
321	0.8975032298
322	0.8936473287
323	0.8898346767
324	0.8894951994
325	0.8874425553
326	0.8840998988
327	0.8834395563
328	0.8813513551
329	0.8778402
330	0.8759905282
331	0.8755780971
332	0.8714060719
333	0.8688301386
334	0.8684432798
335	0.8665530513
336	0.8663810325
337	0.8643260532
338	0.8641625808
339	0.8618749695
340	0.8615829671
341	0.861223054
342	0.8589097357
343	0.8565237421
344	0.8555249176
345	0.8538916487
346	0.8536166808
347	0.8517819858
348	0.8495236
349	0.8478576184
350	0.8454956106
351	0.8440039744
352	0.8412143312
353	0.8396448692
354	0.837458785
355	0.8348059753
356	0.8334627367
357	0.8312897705
358	0.8299758734
359	0.8286815127
360	0.8273461005
361	0.825925433
362	0.824658987
363	0.8221133688
364	0.8217222805
365	0.8207820341
366	0.819479629
367	0.8179318772
368	0.8165694694
369	0.8138759822
370	0.8121973077
371	0.8107737082
372	0.8087532173
373	0.8073425888
374	0.8059981063
375	0.8030142979
376	0.802444867
377	0.8020257335
378	0.8011691296
379	0.7991906614
380	0.7973372739
381	0.7961306194
382	0.7937291742
383	0.792687152
384	0.7899437311
385	0.7884364433
386	0.7874293536
387	0.7861771541
388	0.7842928248
389	0.7822239147
390	0.7803150738
391	0.7782930562
392	0.7763652022
393	0.7746613877
394	0.7733709604
395	0.7705349582
396	0.7690222833
397	0.7669938526
398	0.7643371032
399	0.7630638631
400	0.7601297791
401	0.7575535772
402	0.7562776739
403	0.7550606276
404	0.7539756406
405	0.752730784
406	0.7522524995
407	0.7506852965
408	0.7498844365
409	0.7481599821
410	0.7471403594
411	0.7449451897
412	0.7439616586
413	0.7430626593
414	0.7412113171
415	0.7392714721
416	0.7375729332
417	0.7361443146
418	0.7344199325
419	0.7328754309
420	0.731740425
421	0.730353961
422	0.7290087431
423	0.7281062158
424	0.726326073
425	0.7250184003
426	0.7232370837
427	0.7223652049
428	0.7205276186
429	0.7188305884
430	0.7178935502
431	0.7159802647
432	0.7140768994
433	0.7128947597
434	0.7108884595
435	0.7092420878
436	0.707977813
437	0.706689692
438	0.7058164077
439	0.7042551757
440	0.7034248177
441	0.7020727906
442	0.7001068458
443	0.6990351859
444	0.6982954941
445	0.6969821902
446	0.6962429805
447	0.6951450415
448	0.6940057177
449	0.6927929903
450	0.692170434
451	0.6908249686
452	0.6901818903
453	0.6893291794
454	0.6872257632
455	0.6859320606
456	0.6845888783
457	0.683553599
458	0.6821362753
459	0.6809846011
460	0.6790619556
461	0.6781470977
462	0.6769722265
463	0.6759435541
464	0.6752182781
465	0.6732452305
466	0.6724717492
467	0.6714994135
468	0.6707838463
469	0.6701819514
470	0.668726197
471	0.6680078728
472	0.6660937699
473	0.6653390658
474	0.6640389593
475	0.6628454793
476	0.6613920513
477	0.6607954658
478	0.6600469081
479	0.65967383
480	0.657953739
481	0.6571663185
482	0.6562813473
483	0.6551601101
484	0.6545113008
485	0.6532064478
486	0.6519781898
487	0.6515352438
488	0.650467322
489	0.6490604326
490	0.6482748668
491	0.6473843345
492	0.6461447458
493	0.6450436231
494	0.6443417643
495	0.6433115366
496	0.6426635934
497	0.6409537994
498	0.6400356398
499	0.6391260762
500	0.6376417642
501	0.6367945998
502	0.636514357
503	0.6352735768
504	0.6346054806
505	0.6335612003
506	0.6331312705
507	0.6318315002
508	0.631158923
509	0.6294027774
510	0.6283834538
511	0.6279915213
512	0.6265796252
513	0.625332906
514	0.6251141159
515	0.6239111643
516	0.6231360219
517	0.6216499799
518	0.6201564494
519	0.6190160636
520	0.6181353639
521	0.6179439611
522	0.6169601106
523	0.616507495
524	0.6154505303
525	0.6142075612
526	0.613956173
527	0.6125492607
528	0.6115794707
529	0.6108367233
530	0.6099527544
531	0.6084625071
532	0.6076745025
533	0.6065712184
534	0.6051158864
535	0.6039920392
536	0.6029876132
537	0.6022779819
538	0.6015886308
539	0.600466105
540	0.5997556517
541	0.5993432237
542	0.5979362411
543	0.5968379355
544	0.5954345358
545	0.5944711305
546	0.5936959188
547	0.5927708548
548	0.5916534876
549	0.5914831311
550	0.5900320296
551	0.5892180386
552	0.5884407482
553	0.587569858
554	0.5873010814
555	0.5869452775
556	0.586565009
557	0.585054853
558	0.5840061188
559	0.5830228109
560	0.5821423675
561	0.5814138897
562	0.5802563208
563	0.5800021179
564	0.5794567945
565	0.5791829063
566	0.5781665629
567	0.5773881966
568	0.576458796
569	0.5762818348
570	0.5752953207
571	0.5751435016
572	0.5748486059
573	0.5735788465
574	0.5734050292
575	0.5721820716
576	0.5718399888
577	0.5715421496
578	0.5711725233
579	0.5709805825
580	0.5699992366
581	0.5697222402
582	0.5690398332
583	0.5686747817
584	0.5676470967
585	0.5670432781
586	0.5668704289
587	0.5665568678
588	0.5652623136
589	0.5642114418
590	0.5632548557
591	0.5621725236
592	0.5609085192
593	0.560717488
594	0.5602163214
595	0.5598214237
596	0.5587135221
597	0.5576730349
598	0.5575348642
599	0.557399806
600	0.556551579
601	0.555641124
602	0.5554241525
603	0.554195211
604	0.5533811992
605	0.5530351187
606	0.5520103284
607	0.5509180356
608	0.5498598904
609	0.5492674981
610	0.5484831463
611	0.5483555254
612	0.5477053129
613	0.5475292625
614	0.5469895998
615	0.5460278446
616	0.5447312767
617	0.5433352471
618	0.5432186326
619	0.5431099336
620	0.5427547104
621	0.5426122622
622	0.542496442
623	0.5414618599
624	0.541177321
625	0.540556736
626	0.539998605
627	0.5397869729
628	0.5389050575
629	0.5386385534
630	0.5377108771
631	0.5364465517
632	0.535433657
633	0.5351663173
634	0.5348549235
635	0.5341474792
636	0.5330267305
637	0.5322680805
638	0.5312890461
639	0.5311461761
640	0.5310760207
641	0.5300580823
642	0.529839072
643	0.529508338
644	0.5284670692
645	0.5278548434
646	0.5274723095
647	0.5270210169
648	0.5262685457
649	0.5253008863
650	0.5250582363
651	0.5246158986
652	0.5245610047
653	0.5239458209
654	0.5230950851
655	0.5219559131
656	0.5212989925
657	0.5205347672
658	0.5201094869
659	0.5196317341
660	0.5188168596
661	0.5183079868
662	0.5181029152
663	0.517782206
664	0.5170616363
665	0.5160192068
666	0.5151457257
667	0.5149344234
668	0.51393933
669	0.5134139751
670	0.5129918099
671	0.5119622347
672	0.5114516115
673	0.5103764322
674	0.5096294986
675	0.5086154156
676	0.5076227408
677	0.5072788335
678	0.5064809976
679	0.5056715855
680	0.5047421957
681	0.5037696801
682	0.5032891335
683	0.5023738647
684	0.5015436777
685	0.5005940875
686	0.4997948384
687	0.4990934928
688	0.4980948716
689	0.497150221
690	0.4963699952
691	0.4958746789
692	0.4949671573
693	0.4943749131
694	0.4936311265
695	0.4927599012
696	0.4926950279
697	0.4919516071
698	0.491045649
699	0.4909603849
700	0.4903849975
701	0.4895527213
702	0.4888173072
703	0.4879131697
704	0.4872142483
705	0.487147506
706	0.4870880137
707	0.4864678724
708	0.4859965444
709	0.4853342111
710	0.4851823839
711	0.4845862528
712	0.4836343373
713	0.4835221087
714	0.4834360907
715	0.4829206851
716	0.4823757488
717	0.4816698988
718	0.4810186544
719	0.4809297333
720	0.4802531919
721	0.4793361822
722	0.4787343677
723	0.4785913488
724	0.4783077094
725	0.4776774042
726	0.4771950278
727	0.4763728499
728	0.4758648547
729	0.4752621775
730	0.4749869584
731	0.4745756022
732	0.4744046418
733	0.4736325996
734	0.4732150206
735	0.4727779007
736	0.4717383298
737	0.4715106034
738	0.471146973
739	0.4706295122
740	0.4704985959
741	0.4696435906
742	0.4689335206
743	0.4686088817
744	0.4678397186
745	0.4676961881
746	0.4667802163
747	0.4661639082
748	0.4657840307
749	0.4655402989
750	0.4651004195
751	0.4650320337
752	0.4645154594
753	0.4642158546
754	0.4637266155
755	0.46318685
756	0.4623231388
757	0.4615612444
758	0.461347521
759	0.4605056568
760	0.4598888495
761	0.459406248
762	0.458626001
763	0.4578994232
764	0.4570718419
765	0.456771651
766	0.4563280515
767	0.4561387221
768	0.4560191466
769	0.455891707
770	0.4551641566
771	0.454649055
772	0.4537915472
773	0.4537213054
774	0.4536742802
775	0.4532487595
776	0.452640776
777	0.4523695584
778	0.4517612841
779	0.451007355
780	0.450775059
781	0.449914923
782	0.449163111
783	0.4485385765
784	0.4477111036
785	0.4471133822
786	0.4463065615
787	0.4458633136
788	0.4450405068
789	0.4447697351
790	0.4441123613
791	0.4440687319
792	0.443379848
793	0.4433213824
794	0.4427562002
795	0.4426187764
796	0.4425394363
797	0.4417440763
798	0.4413032732
799	0.4404569376
800	0.439757631
801	0.4393555583
802	0.43873506
803	0.4381547014
804	0.4376102218
805	0.4374987491
806	0.4374457289
807	0.4367236314
808	0.4361314761
809	0.4359747867
810	0.4352542853
811	0.4347087966
812	0.4343772018
813	0.4339041135
814	0.4334459507
815	0.4326201857
816	0.4321191234
817	0.4318811794
818	0.4312397977
819	0.430739224
820	0.4302214681
821	0.4295875403
822	0.4289835845
823	0.4285565259
824	0.4281001519
825	0.4275862807
826	0.4267106569
827	0.4265843399
828	0.4261084099
829	0.425681469
830	0.4249797501
831	0.4242221398
832	0.4235149444
833	0.4232692547
834	0.4231698298
835	0.4224528528
836	0.4223099129
837	0.421428664
838	0.421122455
839	0.4206552258
840	0.4205881675
841	0.4205623183
842	0.4202613641
843	0.4198382316
844	0.4194167744
845	0.4192095713
846	0.4184082679
847	0.4180271648
848	0.4172157077
849	0.4170018008
850	0.4168922954
851	0.4168605734
852	0.4161813145
853	0.4156144756
854	0.4151455272
855	0.4145050269
856	0.4140698302
857	0.413372004
858	0.4127572547
859	0.4125410924
860	0.4118401189
861	0.411456514
862	0.4110668028
863	0.4103498056
864	0.4102403745
865	0.4096720138
866	0.4090399008
867	0.4087155201
868	0.4086339483
869	0.4082288783
870	0.4076249993
871	0.4067755845
872	0.4062706331
873	0.4059536992
874	0.4053877489
875	0.4046298843
876	0.4040225647
877	0.4035309761
878	0.4029114589
879	0.4028039503
880	0.4023624293
881	0.4020431188
882	0.4012044902
883	0.4007622304
884	0.4001863568
885	0.3999774144
886	0.3994384883
887	0.3986414133
888	0.3980216788
889	0.3972074205
890	0.3969528197
891	0.396570512
892	0.3960766113
893	0.3959376102
894	0.3953364787
895	0.3949451855
896	0.3947924642
897	0.3947148491
898	0.3943150098
899	0.3940122445
900	0.3937735654
901	0.3931934939
902	0.3930374752
903	0.3925810156
904	0.3922779998
905	0.3922241308
906	0.3919402079
907	0.3917116652
908	0.3909830358
909	0.3904440102
910	0.3897484559
911	0.3893002382
912	0.3887262166
913	0.387929242
914	0.3877410627
915	0.3871213754
916	0.3868456473
917	0.3863722708
918	0.3858670728
919	0.3857321259
920	0.3852321179
921	0.3845940898
922	0.3841584351
923	0.3834670669
924	0.3829017855
925	0.382446018
926	0.3819863487
927	0.3815405679
928	0.3808747002
929	0.3804393582
930	0.3798957753
931	0.3794234354
932	0.3791304301
933	0.379067933
934	0.3783466237
935	0.3778029394
936	0.3775149262
937	0.3771698486
938	0.3767179608
939	0.3762114672
940	0.3758732743
941	0.3753309192
942	0.3752363355
943	0.3749772439
944	0.3746450869
945	0.3741871276
946	0.3739862325
947	0.3739275488
948	0.3734557786
949	0.3732804227
950	0.3728945309
951	0.3723243159
952	0.372206189
953	0.3716813629
954	0.3711115495
955	0.3710568123
956	0.3705841181
957	0.3700882009
958	0.3696625406
959	0.3695461101
960	0.3695022092
961	0.3689442588
962	0.3683960209
963	0.3679439496
964	0.3674663079
965	0.3667712304
966	0.3660978671
967	0.3659851022
968	0.365273525
969	0.3647465383
970	0.3641566821
971	0.3635786028
972	0.3632270335
973	0.3627823159
974	0.3626458924
975	0.3622394053
976	0.3616639705
977	0.3612184466
978	0.3609146484
979	0.3605544433
980	0.3605277297
981	0.3603390448
982	0.3598692652
983	0.3595808002
984	0.3591651329
985	0.3585181396
986	0.358117404
987	0.3576837355
988	0.3575038324
989	0.3574232931
990	0.3570902441
991	0.3569688012
992	0.3566242289
993	0.3560844478
994	0.3555352476
995	0.3549478263
996	0.3546861821
997	0.3542203388
998	0.3537752795
999	0.3532676942
